image_id,od_x,od_y,eye,fovea_x,fovea_y
20051202_54611_0400_PP,676.035979562164,429.1261922534265,R,360.3864149606832,470.4458311031431
20051202_54744_0400_PP,90.02206237220864,411.73144481104,L,415.8562410189128,451.64421559337285
20051202_55484_0400_PP,219.685942558744,450.87869849818685,L,556.8322115467032,482.6350535026684
20051202_55498_0400_PP,682.1694706857827,467.6513961270619,R,335.2147136233639,489.57836913029854
20051202_55562_0400_PP,676.035979562164,429.1261922534265,R,360.3864149606832,470.4458311031431
20051202_55582_0400_PP,90.02206237220864,411.73144481104,L,415.8562410189128,451.64421559337285
20051202_55607_0400_PP,214.73830917244584,426.270383333383,L,549.5010701836023,470.5453805987285
20051202_55626_0400_PP,685.5437459127384,418.47846128275575,R,348.9118256345623,475.54104315620356
20051202_55650_0400_PP,658.2920563075768,469.05347054231925,R,349.6969961432283,461.1600157455529
20051202_55669_0400_PP,211.4824424195166,504.1576680292054,L,540.474774813375,538.8077586750329
20051202_55735_0400_PP,357.3264566218205,401.298031377425,L,680.8985614246282,440.67650113320934
20051202_55797_0400_PP,182.71750241824688,388.0413210774196,L,545.546554797776,463.01850039543683
20051202_55816_0400_PP,689.4486114659511,407.4586648310265,R,358.9823543367908,472.28663588517657
20051202_55834_0400_PP,696.2829414323511,453.655301232708,R,357.0410641849304,479.7878616641029
20051202_55846_0400_PP,235.72085387165382,448.7703986589003,L,546.2965058935805,470.50363954676436
20051202_55921_0400_PP,211.79336292634963,437.0652923137184,L,547.09568812741,470.3776499031203
20051202_55944_0400_PP,838.7339413725268,448.15912523714405,R,487.56736993455496,456.8841000077602
20051202_56000_0400_PP,699.8635310847911,464.26623157837344,R,369.0934626735761,474.3898107594951
20051202_56012_0400_PP,226.94928571748983,422.988779628255,L,554.7312017392723,481.7473195555785
20051202_56028_0400_PP,682.8983516223431,435.60066727686626,R,350.3992863697269,481.8801074385572
20051202_56050_0400_PP,201.40491069711888,413.9077438169102,L,547.4138730132024,468.784472212565
20051205_31949_0400_PP,1059.6575213753354,712.955544037121,R,556.8426508862008,776.4575679927474
20051205_31994_0400_PP,344.852175550872,620.5489043772362,L,803.7463457799246,715.9126321017961
20051205_33006_0400_PP,708.7892500806399,430.12832853082705,R,375.5419281596448,466.33172519017234
20051205_33012_0400_PP,200.81891395028327,434.82535426038737,L,556.4764779497574,470.0502403813268
20051205_35142_0400_PP,680.5120427792693,448.6727263274996,R,350.80547625105316,479.3463196222095
20051205_35162_0400_PP,240.58434250574382,456.9684408962808,L,563.4397408493847,475.0007532013615
20051205_35276_0400_PP,695.4906950746555,407.5159406872231,R,361.21023796632426,476.90067350470486
20051205_35305_0400_PP,173.74231963811306,428.36442019682795,L,501.5667145414697,474.110722226016
20051205_35408_0400_PP,239.72863342127675,435.35797384144286,L,562.3957551901481,475.85592514583686
20051205_35417_0400_PP,680.5597894056542,474.40719497118016,R,353.6305076113251,475.84086110219323
20051205_57651_0400_PP,348.25732414990097,660.6473126727283,L,888.5263607289812,749.8416294679818
20051205_57704_0400_PP,1111.8953084198997,695.6476309448511,R,565.8141885217761,758.7644485806074
20051205_57757_0400_PP,1085.6550902051504,736.2553210670136,R,562.827657533148,772.3640971564814
20051205_57780_0400_PP,386.15308494382157,704.4524263995961,L,891.0151181696143,761.9551647965308
20051205_57799_0400_PP,364.21487946195987,681.4578740435613,L,903.9446583387993,758.8032899436438
20051205_57809_0400_PP,1111.7289131230207,685.6591200945674,R,564.3499636272727,763.5213804936466
20051205_57838_0400_PP,1111.8622391443555,710.4210096000701,R,572.1667163650736,758.7120912203221
20051205_57879_0400_PP,341.9801872900577,702.7945652919663,L,890.7771303708382,754.4397901778727
20051205_57942_0400_PP,1084.0225052697158,722.9306902703399,R,570.9626654337653,782.7181749921328
20051205_57988_0400_PP,397.5440362722538,690.7051000047979,L,898.2227814002601,771.5907212871018
20051205_58037_0400_PP,1265.556851342094,864.5241410039092,R,716.7475864988953,891.0605761080644
20051205_58060_0400_PP,203.09674352952294,672.3566811872229,L,761.9809114070907,723.9655039434252
20051205_58080_0400_PP,1087.4927404973932,737.6219056874461,R,525.0186280501566,745.5257247971632
20051205_58091_0400_PP,330.051222405905,660.1235802015408,L,891.4119324050461,745.4706761205404
20051205_58109_0400_PP,1117.4425308875607,745.1072155978101,R,579.9691257098694,762.1005431484684
20051205_58125_0400_PP,312.78577678122724,675.6101000935307,L,881.7343072594276,763.0738889354742
20051205_58150_0400_PP,1155.618224754737,790.6811743569674,R,604.8488223097393,839.3988539214532
20051205_58177_0400_PP,403.1444348828581,779.4125606791549,L,931.4586197300653,859.4961682145604
20051205_58354_0400_PP,370.53520832351563,653.3792409833801,L,888.562283128839,757.4466342694988
20051205_58373_0400_PP,1082.934235640575,745.1378626499646,R,558.3336471828064,768.2498165467674
20051205_58409_0400_PP,1118.0802725470137,784.8110255328575,R,577.7622250487935,759.2725340169906
20051205_58431_0400_PP,370.0486592862063,676.4204607978589,L,903.8374294820453,741.6727594920703
20051205_58458_0400_PP,1101.1865058655733,715.1924113765751,R,567.3672111857625,760.460256987557
20051205_58502_0400_PP,362.67317868609416,706.9315730115869,L,891.035550971979,766.5143924593692
20051205_58577_0400_PP,346.2827474193062,672.6930488238487,L,889.0834314541669,763.2113027979113
20051205_58613_0400_PP,1119.5566633369365,690.4484744029041,R,564.6029998090227,748.6771910257254
20051205_59240_0400_PP,1117.1733314907083,766.5818340789816,R,560.6454294912096,765.3929985846191
20051205_59300_0400_PP,379.3708405823336,694.5244806881933,L,896.4403202711791,757.3899382059807
20051205_59337_0400_PP,342.9627995708289,638.5271784405135,L,891.9901209243691,753.08030792434
20051205_59351_0400_PP,1121.9330817734462,711.0423425981523,R,578.9109246601118,762.7934945810223
20051205_59367_0400_PP,1247.6591073272,773.6018303518367,R,744.4799632473372,816.2226413415597
20051205_59379_0400_PP,280.20531873441433,705.1875618845211,L,777.3193523644995,780.3765428653653
20051205_59510_0400_PP,1075.0589156342662,693.8550364798792,R,560.935866392677,754.2109150009022
20051205_59538_0400_PP,354.6358933056588,680.0849855456205,L,887.7017741066145,761.2187804745807
20051205_59617_0400_PP,1092.793221823972,724.379175452787,R,564.1839468976573,763.31788824126
20051205_59651_0400_PP,351.33381882054965,746.9343955929932,L,889.5235022831265,766.2061956173026
20051205_59702_0400_PP,1099.8902420989396,776.1880984220288,R,571.4865104865323,769.0576598122041
20051205_59715_0400_PP,385.63476532406133,659.9572275673901,L,901.147916461933,753.7976868625518
20051205_59738_0400_PP,1151.7484739410781,742.5196986385168,R,569.8211726546693,769.3867248943541
20051205_59754_0400_PP,318.904429963984,681.2844102344097,L,886.4610952329411,760.4142108394939
20051205_59833_0400_PP,1091.8814376989494,715.0523138948773,R,569.9482129222879,778.5306649575507
20051205_59858_0400_PP,379.7229671692688,686.2750198331844,L,885.1081141672129,773.0612246774791
20051205_59901_0400_PP,1094.7639855851698,714.4128071639918,R,556.1502751426207,752.3428437817832
20051205_59923_0400_PP,353.12748121709427,685.3729018127658,L,900.9722448835557,759.5067173125157
20051205_60093_0400_PP,1253.7470853881268,852.2630731225015,R,707.4568806510705,879.3831598155417
20051205_60119_0400_PP,192.3318734468907,848.7477637414426,L,740.7761708332548,926.6893993764585
20051207_54614_0400_PP,704.4418782507327,470.44764082843005,R,354.0242372315867,479.552755161316
20051207_55266_0400_PP,220.60064066794607,406.79157594711216,L,556.6379122220019,475.5278179222124
20051207_56219_0400_PP,123.12726976881201,492.47063595105425,L,469.9038223614814,544.3496648158116
20051207_56227_0400_PP,814.4287785498625,535.4904268092707,R,466.9576871839806,575.2915652945361
20051207_62252_0400_PP,353.34602609500524,686.3659195774397,L,878.4976040703425,763.9701500590274
20051207_62275_0400_PP,1118.6621034894072,692.5993492101254,R,566.158716366898,762.8740372674102
20051207_62320_0400_PP,380.833979424271,748.4187896954788,L,890.2505025691001,754.6983957054083
20051208_39297_0400_PP,1109.3557538887671,727.1282338870178,R,566.1034614000711,758.8920540119884
20051208_39438_0400_PP,1066.709501578235,753.3525100940684,R,547.4773931639824,773.1654339906843
20051208_39462_0400_PP,366.1578681667266,690.9016934637974,L,899.0691684137711,759.8121386362421
20051208_39524_0400_PP,1096.2955721057604,677.915913220829,R,575.5810213055408,735.1773457142531
20051208_39532_0400_PP,428.14322456835106,644.2769115467936,L,891.358128008717,758.1586199029514
20051208_39546_0400_PP,391.0079683003134,655.031178292975,L,914.8373813702057,754.7182626677013
20051208_41318_0400_PP,1059.8557388594472,751.0907113757221,R,578.0952348590392,769.5005918997618
20051208_41373_0400_PP,153.86806024705228,765.0398722658891,L,621.3403971254843,889.436304783722
20051208_42314_0400_PP,281.78875906455875,779.0445530071993,L,821.4643843031075,809.9394781110022
20051208_42322_0400_PP,1283.9380017765848,786.2102438801267,R,753.749889987207,859.3921208565461
20051208_42546_0400_PP,1069.0796819942095,682.3490791911394,R,543.7215968131568,752.7463071880871
20051212_36525_0400_PP,1105.2731725334954,741.1326296539335,R,570.6123718786104,766.8866879304936
20051212_36548_0400_PP,356.3216760583556,654.8740663093265,L,878.2751421511451,747.929455815275
20051212_36640_0400_PP,1114.9127846285705,717.105539076285,R,571.6446693164759,756.1970202916576
20051212_37442_0400_PP,357.1609432317524,636.6579159414773,L,891.8710353126274,749.1708763050706
20051212_38000_0400_PP,1065.964032730595,724.225371865852,R,569.0942925688839,773.2613153292011
20051212_38043_0400_PP,382.3125652163302,699.3613553032882,L,890.5161855039291,749.607134719053
20051212_38076_0400_PP,1124.9899624308928,723.6331268808922,R,559.3022917994782,755.4036287774039
20051212_38106_0400_PP,332.11949126302125,673.1968059403636,L,887.3083253605669,752.7238849074273
20051212_41144_0400_PP,1183.0636184731845,666.3790539390964,R,649.5695351748451,751.9755032395523
20051212_41169_0400_PP,349.5427241303748,669.0676488258716,L,885.6193161447403,747.9312287325089
20051213_61406_0100_PP,1078.1694443260553,643.0781456672535,R,557.06225190923,718.3770600556662
20051213_61802_0100_PP,341.5813112723538,648.3839492101049,L,878.9535588240961,719.9755865279246
20051213_61892_0100_PP,1044.0616859932761,646.7032319562492,R,549.6605369515185,726.458235815488
20051213_61951_0100_PP,389.49540152820884,715.0656860572442,L,882.1107463772856,727.1265641968832
20051213_62046_0100_PP,1069.4864945566483,587.6909158789359,R,559.2186990592704,726.2735961586377
20051213_62188_0100_PP,379.37735097405033,603.7432759534526,L,876.3018063805464,723.1735531048786
20051213_62251_0100_PP,1040.3470352766253,718.5125122317198,R,553.0021268593055,737.1195992532918
20051213_62314_0100_PP,378.39118212801736,650.5153245666737,L,863.8168530810526,726.8060461697297
20051213_62383_0100_PP,1034.732163349447,681.704660135767,R,556.770895999957,727.5152217774533
20051213_62437_0100_PP,399.72089165333813,635.3214191593773,L,848.8810598883717,711.8141509703158
20051213_62518_0100_PP,1080.0556897589026,634.0254328348504,R,553.3060333711288,727.26548885452
20051213_62572_0100_PP,339.05901010759925,725.9130776521004,L,868.3504594102455,724.7858746489134
20051213_62648_0100_PP,1167.4917965729494,651.4967869317159,R,656.269309756399,722.0190496382522
20051213_62705_0100_PP,392.62694013257806,713.0670289569056,L,875.1192950859701,710.5912175079545
20051214_40361_0100_PP,1061.6568566112073,678.8128491570784,R,561.3442795919044,709.5842481097202
20051214_40456_0100_PP,398.54546950046046,624.5174351072641,L,874.0387912046153,723.9632281874531
20051214_40529_0100_PP,1069.0500429475337,687.3183156213228,R,558.4354081409665,735.6628700243385
20051214_40596_0100_PP,400.7034025763679,655.3843274585364,L,883.1735427961049,726.0044799689368
20051214_40719_0100_PP,1084.804247681506,668.45557552426,R,554.9504070925532,716.6867586713872
20051214_40767_0100_PP,350.3106046742776,676.4043897295062,L,870.9769029131896,719.8213317724347
20051214_40849_0100_PP,1087.8628567956641,659.2845790962418,R,573.082703148472,723.8394997977427
20051214_40912_0100_PP,359.0518375960046,654.8079898445212,L,858.4042052406135,717.7377096652802
20051214_40994_0100_PP,1109.490487825597,645.1496632748608,R,559.7762897644789,720.5016399111555
20051214_41055_0100_PP,324.1506622607466,613.578266636915,L,860.7824768033444,715.4843734470802
20051214_41289_0100_PP,1005.4644460890695,686.3410514231874,R,550.6262772350606,718.215845039587
20051214_41358_0100_PP,433.1391509198761,636.7171567338904,L,873.343805565263,713.7665561330992
20051214_41429_0100_PP,1086.124459469115,654.367390301737,R,557.7331702657423,718.9466670411289
20051214_41490_0100_PP,410.6775122450438,603.2173291792083,L,893.2886165893075,708.6363992190815
20051214_41582_0100_PP,1056.8365954032322,615.7087866161489,R,560.174987913396,725.4361228008989
20051214_41949_0100_PP,382.124374435088,646.2356125029197,L,867.7545719974397,719.4804326546356
20051214_42133_0100_PP,1060.3598122593805,661.1180026370748,R,552.3267440851974,728.2705217682752
20051214_42197_0100_PP,359.70375723523387,758.5623554320109,L,850.924833215691,812.2664134486132
20051214_42323_0100_PP,1116.8606321599107,644.5552962468433,R,561.4103712385884,726.2913020134174
20051214_42363_0100_PP,324.04947308229504,692.3245074672787,L,877.3391817697589,726.166672811009
20051214_50895_0100_PP,1071.0125404918888,731.4647555380624,R,562.2583048166406,728.4217822609786
20051214_50933_0100_PP,388.32864296439396,658.7233701078937,L,873.7627975545423,720.944018846644
20051214_51039_0100_PP,1090.4813766254028,660.6060880312629,R,549.6956483819371,712.9283227804692
20051214_51071_0100_PP,329.61667768223253,690.5998861139439,L,855.1820012866594,717.0613895275746
20051214_51178_0100_PP,1054.593164836282,686.0256681970659,R,555.6274964710576,731.1569648093906
20051214_51211_0100_PP,378.25499179557477,630.7616052026948,L,871.965026799868,727.9792016520349
20051214_51308_0100_PP,1118.2993317362716,622.6848798313339,R,557.9360843953206,720.9252501333625
20051214_51342_0100_PP,304.3912644992029,689.6020780646236,L,859.8273767127046,728.8437704535352
20051214_51442_0100_PP,1067.6691035124813,696.092695609582,R,556.6990881668152,735.5557321918412
20051214_51469_0100_PP,365.9109945546318,627.7388493375115,L,873.6801652977134,723.2578644162365
20051214_51569_0100_PP,1033.267993811434,676.5818529375578,R,519.1703131485308,715.4784912210337
20051214_51609_0100_PP,262.58428020297475,642.3677251451263,L,757.3521069274374,718.007524446448
20051214_51701_0100_PP,1046.2506579295462,670.4576752833259,R,545.8910633832463,720.3337724412808
20051214_51733_0100_PP,370.31647789518865,689.1492847488785,L,841.3486040670682,719.2331211624805
20051214_51811_0100_PP,1003.1456894202589,654.280434351085,R,548.5777115756,720.5217411705434
20051214_51840_0100_PP,398.07858171958765,704.3393177654593,L,875.1972431945271,720.9706194251686
20051214_51921_0100_PP,1104.0623053867628,681.0154058784489,R,579.9349215076804,709.7710390236239
20051214_51953_0100_PP,326.14108591914004,611.2012432095464,L,812.3501870321651,702.5683590029521
20051214_52204_0100_PP,1298.2869809514348,597.2779845876445,R,723.309332063609,673.8799100899568
20051214_52242_0100_PP,294.2223376079445,629.0737682135923,L,856.8486168195623,658.4281432514921
20051214_52695_0100_PP,1073.645442109311,633.5209946563933,R,560.4587043099259,737.4774428701011
20051214_52707_0100_PP,375.4830265134205,658.095130723104,L,867.8714500202566,725.6604148708151
20051214_56242_0100_PP,1072.8001788880574,695.2271514649613,R,568.5074950771824,705.388405340916
20051214_56269_0100_PP,386.8437297890093,634.3214648633729,L,874.7869095233285,695.1040544884547
20051214_56392_0100_PP,123.70537692619767,788.7544278991188,L,680.7914175693699,842.2293740881399
20051214_56438_0100_PP,1184.9793782694885,729.1394435384635,R,638.4027522459099,758.0590654336944
20051214_56534_0100_PP,1036.2660896232696,622.0855470742996,R,556.2671439569065,728.1409371689863
20051214_56565_0100_PP,388.9026191640803,628.7504081579054,L,870.8877123868915,716.8433116324243
20051214_56636_0100_PP,1103.8699037253525,672.8929449693926,R,555.9757527186093,720.229125021242
20051214_56688_0100_PP,329.81144933078656,663.3184125707152,L,864.4597993884124,714.3824421843301
20051214_56778_0100_PP,1085.2083648641888,753.2888848169125,R,572.4258529935976,822.5570858745235
20051214_56821_0100_PP,268.773242027742,786.2451560761294,L,786.0795788534025,802.9288615956809
20051214_56944_0100_PP,1019.4830680023209,678.4709723452336,R,551.1077782520307,711.2797467598618
20051214_56971_0100_PP,459.0424106796957,689.8402457471228,L,897.3700014150623,729.695911382094
20051214_57125_0100_PP,1016.9884405019169,687.3002022331817,R,550.6608626887214,713.7447075214101
20051214_57154_0100_PP,392.80801697867025,667.1352468951653,L,877.3125583974249,719.6836840131153
20051214_57230_0100_PP,1071.3940860991424,654.6783655064055,R,547.2671436925183,721.7448202635287
20051214_57260_0100_PP,361.0918140805072,563.3092777082531,L,881.3000660153874,699.9651131252795
20051214_57377_0100_PP,1126.3102598563212,707.205564812575,R,566.2849571470638,735.3228890130881
20051214_57404_0100_PP,340.64665565591787,648.5984195227747,L,879.0087782381079,715.9281889146197
20051214_57761_0100_PP,978.9524065117931,642.9012519333129,R,549.4988489980251,715.820840743984
20051214_57817_0100_PP,436.5329032467119,630.6379831791053,L,879.9217646400762,716.7682686214421
20051216_43814_0200_PP,686.1469612491815,438.39727854084873,R,359.07174141646027,486.2708295806355
20051216_43913_0200_PP,249.68529069851888,420.7132007657696,L,565.659991066315,473.6986821372139
20051216_44066_0200_PP,707.5500593069178,404.1115308592547,R,364.16488292387066,476.0457853566273
20051216_44092_0200_PP,161.97393357092395,558.7913310601815,L,501.39137057051755,621.717247399602
20051216_44221_0200_PP,694.8008520124241,449.02610876267045,R,346.4055545281163,487.8132334295406
20051216_44252_0200_PP,216.13603626967887,410.6590056532206,L,552.3350174219988,480.1628676566009
20051216_44398_0200_PP,683.7923258224633,453.3859081834935,R,345.4784595973066,479.63567859656337
20051216_44420_0200_PP,225.79369015315314,426.0724218339895,L,563.9265810933588,486.84063570243853
20051216_44635_0200_PP,767.6467639670568,460.1795658306761,R,429.6516522667886,497.86861790515115
20051216_44660_0200_PP,234.3708461376021,436.07802999176573,L,550.3566832383162,479.40234221893866
20051216_44811_0200_PP,666.477628714171,423.711720862925,R,347.979226122774,472.56617485217345
20051216_44832_0200_PP,243.83759356292086,402.88041119031317,L,554.4751236624583,471.891554024672
20051216_44939_0200_PP,682.0227378733747,428.31174882028364,R,363.04022745525884,475.137705296866
20051216_44961_0200_PP,251.20655568957594,434.0885944549596,L,553.2851110515679,468.99057914117674
20051216_45076_0200_PP,692.6591703750041,443.67615014411285,R,354.70250285041607,481.3218573270443
20051216_45100_0200_PP,235.9158949516249,425.014338668053,L,553.6470196350193,476.5923229417512
20051216_45226_0200_PP,699.032790299145,454.4033703961952,R,355.5531126802287,477.4195677736432
20051216_45245_0200_PP,121.12558681136792,512.3696976157291,L,471.6369351127802,539.0478339140474
20051216_45351_0200_PP,715.3146360837251,444.7118790974891,R,357.4084184371683,485.40847773457875
20051216_45375_0200_PP,222.70656895190277,420.37221562636154,L,569.0224587015267,466.0785120093484
20051216_45478_0200_PP,658.5533517810608,452.7324927764872,R,350.55393333811764,475.4013646433391
20051216_45499_0200_PP,260.59052336756906,432.73284874514593,L,565.009625990435,473.9485225704737
20051216_45595_0200_PP,680.7997669294184,421.0001327384485,R,355.79913796279294,475.6984165118222
20051216_45619_0200_PP,231.71559464218325,434.53896131707074,L,555.0687406508355,470.6941113267476
20051216_45757_0200_PP,695.9933019781371,421.4682159781547,R,356.34455792662214,476.72467993538675
20051216_45781_0200_PP,216.54827709435057,401.6928982686559,L,560.25613407645,460.17059170515773
20051216_45873_0200_PP,672.2738660962688,418.23344111201226,R,356.4688589105466,472.19506533327797
20051216_45899_0200_PP,233.93493725103065,450.08690707404617,L,554.7634306868232,470.38958849189544
20051216_45992_0200_PP,712.7311170616931,412.5314793124053,R,364.8512200551763,468.0262962203076
20051216_46018_0200_PP,216.5642842460836,367.85238513289687,L,550.6806987501913,463.8074207278212
20051216_46156_0200_PP,690.6488299551198,453.2878244466448,R,353.5409490916536,483.57016298998184
20051216_46183_0200_PP,227.15966904268913,443.64636698835017,L,565.9376225693525,475.8310648893352
20051216_46624_0200_PP,659.4281096203526,439.33410846741197,R,353.6838757302973,479.02086371586756
20051216_46660_0200_PP,255.4904557235398,421.1895758034321,L,557.4173230454995,475.7791245855223
20051216_46827_0200_PP,678.5015777050116,421.7446775321252,R,355.11608257184065,470.015141484062
20051216_46847_0200_PP,207.31096388313762,436.59366193788713,L,535.1541755463109,466.0625648908631
20051216_47000_0200_PP,719.3027471900314,412.0684729536441,R,361.95470741510246,458.3491051005306
20051216_47024_0200_PP,195.461938463519,437.07911145178,L,500.6807471568747,458.1331098816805
20051216_47383_0200_PP,651.9525134501765,437.8875952455993,R,352.3457366668512,478.17543826352227
20051216_47420_0200_PP,266.83670688949877,448.0942544347003,L,565.9036668729666,464.4128229742321
20051216_47514_0200_PP,700.5218453436388,441.7988139586509,R,352.86883436246444,483.26055871908625
20051216_47536_0200_PP,213.85806715707298,455.52898097315006,L,561.1415588242212,474.62806333456047
20051216_47668_0200_PP,845.9531715886507,451.9924792683112,R,474.01423189922514,492.75416502403476
20051216_47703_0200_PP,198.6240593262872,429.66133522394165,L,564.741278259867,473.6676646622906
20060407_38711_0200_PP,688.44132008457,430.1972800316625,R,352.3456361824472,475.6709906621263
20060407_38970_0200_PP,220.65950957103573,442.4151666462095,L,550.6609969255272,470.05510119527116
20060407_39155_0200_PP,679.127950711967,492.91692906576696,R,346.6875235582226,475.9517242433944
20060407_39184_0200_PP,223.98103933270622,446.32575842299957,L,552.9474524819212,475.9244933279841
20060407_39306_0200_PP,662.4559231183098,461.7141025235396,R,350.8583939999494,486.71444610931144
20060407_39328_0200_PP,245.5697274297584,430.6881743987004,L,551.5234320346565,478.91031819923603
20060407_39402_0200_PP,694.4600384091755,440.5629662135443,R,346.34518585518975,472.34007424520604
20060407_39435_0200_PP,213.19076960562165,397.4317578151824,L,548.7376010956737,467.4497987887925
20060407_39546_0200_PP,709.3315985001512,444.78839644253,R,361.6537244708156,468.78359983955943
20060407_39567_0200_PP,221.02816210330843,448.9088865881505,L,564.2146459368117,472.6580299376992
20060407_39667_0200_PP,678.6139377913078,429.06058331681504,R,350.6492348438988,479.24309023880585
20060407_39687_0200_PP,230.05598026354724,450.7638017020418,L,553.4028907429093,473.01743069460593
20060407_39761_0200_PP,721.2949713839625,431.77826859366263,R,357.1232531859676,478.71359813516534
20060407_39780_0200_PP,182.07786373577483,414.6873698789735,L,548.3245076437582,474.51154256762516
20060407_40582_0200_PP,689.649629901241,420.5059136978913,R,358.14923427930665,477.01119689586255
20060407_40624_0200_PP,171.5889777269531,378.7159622185052,L,505.4029681422019,466.203683905312
20060407_40740_0200_PP,686.898746504815,437.6526178502551,R,353.1835399342019,473.108502548695
20060407_40761_0200_PP,236.5014829190256,438.1576208127387,L,560.8714093570135,478.0537914437976
20060407_40937_0200_PP,666.3181727405422,423.697875037042,R,358.6998770473162,477.6566407707565
20060407_40957_0200_PP,233.30869295254183,409.37088571846516,L,548.0212678081987,470.7894489217312
20060407_41149_0200_PP,685.4276785599799,451.26269356515195,R,347.832980110456,483.1132607988967
20060407_41177_0200_PP,225.03872878865582,438.5726798787195,L,564.7827536990656,468.064423300192
20060407_41312_0200_PP,693.2732261999562,483.6176760536242,R,350.7937863451746,479.21365205191023
20060407_41330_0200_PP,221.55666434334606,438.59627270912125,L,557.1284953403994,475.09323366946984
20060407_41809_0200_PP,714.0036655201128,415.4605617467603,R,362.1898153598756,474.4574124490188
20060407_41831_0200_PP,207.99495426362805,437.3964239281296,L,550.5512042332994,475.148385046152
20060407_41937_0200_PP,694.5652816128377,451.9578896492544,R,354.784651752782,483.5281917473554
20060407_41980_0200_PP,206.06276672986587,443.02921476211594,L,557.4009857609398,472.2539135546067
20060407_42099_0200_PP,675.4861607055942,418.50486443762543,R,352.79802248714395,469.8331396016767
20060407_42133_0200_PP,240.5507183911176,398.9441176869657,L,553.3979591618322,472.00609674772716
20060407_42290_0200_PP,667.3916880883211,469.34441812679864,R,349.02270963792256,481.78837813729444
20060407_42308_0200_PP,130.07966963274788,439.47886222704614,L,448.7043726899147,474.49856620118953
20060407_43223_0200_PP,702.5036360504938,427.2708913621815,R,348.35482564089966,488.73356528634605
20060407_43258_0200_PP,219.41210004995784,470.39567975537256,L,567.603467015228,490.1807958427822
20060407_43436_0200_PP,687.8224255676013,460.9166980056819,R,353.9048317345167,471.6555624219254
20060407_43460_0200_PP,233.05379849543883,403.09752729258366,L,570.7099973920274,461.4348217018665
20060407_43594_0200_PP,687.1694430932907,432.2824981361642,R,357.6153677109225,475.82498629468625
20060407_43618_0200_PP,241.14067210602107,457.1141841154,L,564.7230523786156,468.9768968969176
20060407_43726_0200_PP,690.5899214818086,401.83497877423696,R,324.31762523929825,475.6969991475436
20060407_43746_0200_PP,219.54383835326593,363.3385006850398,L,582.9775112355906,457.60192522026136
20060407_43834_0200_PP,706.5445057693587,473.9213924283625,R,379.85144563726215,474.3439763563763
20060407_43856_0200_PP,237.67181633990535,423.6751654054862,L,545.9427100652351,469.77161344347076
20060407_44042_0200_PP,646.5079367549873,433.7894469549891,R,351.82382395284844,473.6448369638418
20060407_44061_0200_PP,260.1925098608376,400.70375820107154,L,560.8955018125137,469.76306015750936
20060407_44173_0200_PP,681.7509323344407,416.567937927042,R,359.4338892043551,469.04378865714665
20060407_44192_0200_PP,212.72264647227027,424.75364672082065,L,548.0570827398719,464.06883417664716
20060407_44285_0200_PP,673.8511014261443,454.9153070069575,R,353.1373209610523,478.04772204733865
20060407_44304_0200_PP,238.75120313375123,438.6721178645276,L,555.8381921337752,473.4623619186361
20060407_44400_0200_PP,713.0753304267697,426.07003559901847,R,353.94955066955805,484.9042752283946
20060407_44422_0200_PP,196.96790386587418,435.79119716731697,L,558.2125408139481,467.3576454518538
20060407_44510_0200_PP,683.9214945913328,429.61980455839284,R,345.4445333012487,475.3642708642862
20060407_44529_0200_PP,213.5745064084633,399.53027000399976,L,544.1901697082475,466.97268749405333
20060407_44617_0200_PP,673.9987682767081,454.5231735605866,R,351.7983363325253,479.8058229428854
20060407_44636_0200_PP,238.92810806642262,453.9900207520196,L,556.7621907847702,466.76448948599597
20060407_44743_0200_PP,705.4461583224357,462.80824935003864,R,354.12529704668117,481.6079828165171
20060407_44766_0200_PP,212.62023572175087,443.4170369115653,L,553.0810391490219,475.6043056795747
20060407_44866_0200_PP,690.4432298484741,451.1707746689024,R,356.4430986230416,474.4352166372569
20060407_44889_0200_PP,232.57777764048564,415.76046243395973,L,553.0087097504756,469.8402364011814
20060407_45087_0200_PP,666.4849639204957,407.84590265082915,R,347.7432770756698,475.51859604455325
20060407_45107_0200_PP,226.9228216363009,464.33301641029703,L,560.6055268883246,471.99403254216395
20060407_45230_0200_PP,704.8880110333513,426.3363862886282,R,355.3632270808399,482.8964216608263
20060407_45247_0200_PP,213.71321890435993,426.622586606806,L,548.1853249325115,469.1619008886985
20060407_45362_0200_PP,690.0387648010752,424.60996634252245,R,363.51073968442415,485.6479773168731
20060407_45379_0200_PP,233.0498660836007,432.941628805533,L,557.90649417064,474.0929416397182
20060407_45477_0200_PP,730.427874121141,456.36130391040206,R,369.7666652887887,482.94990783575264
20060407_45494_0200_PP,191.08735232624392,412.38966742948134,L,554.2175961258333,479.80579551296523
20060407_45592_0200_PP,810.3175859735287,497.1082361800257,R,464.38431151698853,509.71134164556287
20060407_45611_0200_PP,235.63959890293896,416.46125487962274,L,562.5158616703135,475.4206070542386
20060407_45718_0200_PP,682.4514611873587,411.07047336135827,R,359.57632194321974,467.3380153331167
20060407_45737_0200_PP,239.48201880170518,440.25268389805683,L,561.6984912204031,465.6265799911881
20060407_45834_0200_PP,711.8917466044473,458.4891236351711,R,352.8634565703525,484.3006647907679
20060407_45852_0200_PP,216.58418980770844,436.7110405605119,L,562.7466849686587,476.83212217214594
20060407_45932_0200_PP,699.6565514279977,437.26734743228724,R,354.27477504053576,490.6301835511993
